"C00001","O"
"C11863","[C@@]123[C@H]([C@H]4[C@]5([C@@H]1CC[C@H](C2)C(=C)C3)CCC[C@]4(C)C(=O)O5)C(=O)O"
"C11864","[C@@]123[C@H]([C@H]4[C@]5([C@@H]1CC[C@H](C2)C(=C)C3)CC[C@@H]([C@]4(C)C(=O)O5)O)C(=O)O"
"C11865","[C@@]123[C@H]([C@H]4[C@]5([C@@H]1CC[C@H](C2)C(=C)C3)C[C@@H](C[C@]4(C)C(=O)O5)O)C(=O)O"
"C11866","[C@@]123[C@H]([C@H]4[C@]5([C@@H]1CC[C@H](C2)C(=C)C3)CC=C[C@]4(C)C(=O)O5)C(=O)O"
"C11867","[C@@]123[C@H]([C@H]4[C@]5([C@@H]1CC[C@H](C2)C(=C)C3)C=C[C@@H]([C@]4(C)C(=O)O5)O)C(=O)O"
"C11868","[C@@]123[C@H]([C@H]4[C@]5([C@@H]1CC[C@H](C2)C(=C)C3)C[C@@H]([C@@H]([C@]4(C)C(=O)O5)O)O)C(=O)O"
"C11869","[C@@]123[C@H]([C@H]4C(=CC(=O)[C@@H]([C@]4(C(=O)O)C)O)[C@@H]1CC[C@H](C2)C(=C)C3)C(=O)O"
"C11870","[C@@]123[C@H]([C@H]4C(=CC(=O)[C@@H]([C@]4(C(=O)O)C)O)[C@@H]1CC[C@](C2)(C(=C)C3)O)C(=O)O"
"C11871","[C@@]123[C@H]([C@H]4[C@]5([C@@H]1CC[C@](C2)(C(=C)C3)O)CC=C[C@]4(C)C(=O)O5)C(=O)O"
"C11872","[C@]123[C@H]([C@]4([C@H](CC1)[C@](CCC4)(C)CO)C)CC[C@H](C2)C(=C)C3"
"C11873","[C@]123[C@H]([C@]4([C@H](CC1)[C@](CCC4)(C)C=O)C)CC[C@H](C2)C(=C)C3"
"C11874","[C@]123[C@H]([C@]4([C@H](CC1)[C@](CCC4)(C)C(=O)O)C)CC[C@H](C2)C(=C)C3"
"C11875","[C@]123[C@H]([C@]4([C@H](C[C@@H]1O)[C@](CCC4)(C)C(=O)O)C)CC[C@H](C2)C(=C)C3"
"C11876","[C@]123[C@H]([C@]4([C@H]([C@@H]([C@@H]1O)O)[C@](CCC4)(C)C(=O)O)C)CC[C@H](C2)C(=C)C3"
"C11877","[C@@]1(CC[C@H]2[C@]3([C@H](CCC2=C1)C(CCC3)(C)C)C)(C=C)C"
"C11878","C1(=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCCC3(C)C)C)C(C)C"
"C11879","C1(=CC[C@@H]2[C@@]3([C@@H](CCC2=C1)C(CCC3)(C)C)C)C(C)C"
"C11880","C1(=C(C)C)CC[C@H]2C(=C1)CC[C@@H]1[C@@]2(CCCC1(C)C)C"
"C11881","C1(=CC2=C(CC1)[C@@]1([C@@H](CC2)C(CCC1)(C)C)C)C(C)C"
"C11882","[C@]1(CO)(C)[C@@H]2CC=C3[C@H](CCC(=C3)C(C)C)[C@]2(CCC1)C"
"C11883","[C@]1(CO)(C)[C@@H]2CCC3=CC(=CC[C@@H]3[C@]2(CCC1)C)C(C)C"
"C11884","[C@]1(CO)(C)[C@@H]2CCC3=CC(=C(C)C)CC[C@@H]3[C@]2(CCC1)C"
"C11885","[C@]1(C=O)(C)[C@@H]2CCC3=CC(=C(C)C)CC[C@@H]3[C@]2(CCC1)C"
"C11886","[C@]1(C=O)(C)[C@@H]2CCC3=CC(=CC[C@@H]3[C@]2(CCC1)C)C(C)C"
"C11887","[C@]1(C=O)(C)[C@@H]2CC=C3[C@H](CCC(=C3)C(C)C)[C@]2(CCC1)C"
"C11888","[C@]1(C(=O)O)(C)[C@@H]2CCC3=CC(=CC[C@@H]3[C@]2(CCC1)C)C(C)C"
"C11889","[C@]1(C(=O)O)(C)[C@@H]2CCC3=CC(=C(C)C)CC[C@@H]3[C@]2(CCC1)C"
"C11890","[C@]12([C@H](C(CCC1)(C)C)CC[C@@H]1[C@]32CC[C@@]([C@@H](C1)C3)(C)O)C"
"C11893","C1(/C=C/C(=C\C/C=C(/CC/C=C(/CC1)\C)\C)/C)C(C)C"
"C11894","[C@H]12C(=CCC[C@]2(CCC2=C(CC[C@@H](C1)C2(C)C)C)C)C"
"C11895","[C@H]12C(=C)[C@@H](O)CC[C@]2(CCC2=C(CC[C@@H](C1)C2(C)C)C)C"
"C11896","[C@H]12C(=C)[C@@H](OC(=O)C)CC[C@]2(CCC2=C(CC[C@@H](C1)C2(C)C)C)C"
"C11897","[C@H]12C(=C)[C@@H](O)CC[C@]2(CCC2=C([C@H](C[C@@H](C1)C2(C)C)O)C)C"
"C11898","[C@H]12C(=C)[C@@H](OC(=O)C)CC[C@]2(C[C@@H](C2=C(CC[C@@H](C1)C2(C)C)C)O)C"
"C11899","[C@H]12[C@]3([C@H](OC3)C[C@@H]([C@]2(C(=O)[C@@H](C2=C([C@H](C[C@@]([C@H]1O)(C2(C)C)O)O)C)O)C)O)OC(=O)C"
"C11900","[C@H]12[C@]3([C@H](OC3)C[C@@H]([C@]2(C(=O)[C@@H](C2=C([C@H](C[C@@]([C@H]1OC(=O)c1ccccc1)(C2(C)C)O)O)C)OC(=O)C)C)O)OC(=O)C"
"C11901","[C@@]12([C@H](C(CCC2)(C)C)CCC(=C)[C@@H]1CC/C(=C/COP(=O)(OP(=O)(O)O)O)/C)C"
"C11902","[C@@]12([C@H](C(CCC2)(C)C)CCC(=C)[C@H]1CC/C(=C/COP(=O)(OP(=O)(O)O)O)/C)C"
"C11905","[C@@]123[C@H]([C@H]4[C@]([C@@H]1CC[C@](C2)(C(=C)C3)O)(CCC[C@]4(C(=O)O)C)C)C=O"
"C11907","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H]([C@H](C(=O)[C@H](O1)C)O)O)O)O"
"C11908","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H](C(=O)[C@@H]([C@H](O1)C)O)O)O)O"
"C11909","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H](C(=O)C[C@H](O1)C)O)O)O"
"C11910","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H]([C@H](C[C@H](O1)C)N)O)O)O"
"C11911","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)O)O"
"C11912","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)C)O)O)O)O)O"
"C11915","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1C[C@](C(=O)[C@@H](O1)C)(O)C)O)O"
"C11916","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1C[C@]([C@H]([C@@H](O1)C)O)(O)C)O)O"
"C11918","c1(c(c(=O)cco1)O)C"
"C11919","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1C[C@H]([C@H]([C@@H](O1)C)O)N(C)C)O)O"
"C11920","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1C[C@@H]([C@H]([C@@H](O1)C)O)O)O)O"
"C11921","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)O)O"
"C11922","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1C[C@H](C(=O)[C@H](O1)C)O)O)O"
"C11924","C1CC(CC=C1C(=O)O)C(=C)C"
"C11925","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C)O)N)O)O)O"
"C11926","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H]([C@@H](C(=O)[C@H](O1)C)O)O)O)O"
"C11927","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1C[C@@H](C(=O)[C@@H](O1)C)O)O)O"
"C11928","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1C[C@@H](C(=O)[C@H](O1)C)O)O)O"
"C11929","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C1=CCC(CC1)C(=C)C"
"C11933","[C@@H]1(n2c(=O)[nH]c(=O)c(c2)C)O[C@@H]([C@H](C1)O)COP(=O)(OP(=O)(O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C)O)N(C)C)O)O)O"
"C11934","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C1CCC(CC1O)C(=C)C"
"C11935","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C1CCC(CC1=O)C(=C)C"
"C11936","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)CCCC(CC(=O)O)C(=C)C"
"C11937","[C@]1(C(=O)C[C@@H](CC1)C(=C)C)(C)O"
"C11938","C12C(C(C1)CC=C2CO)(C)C"
"C11939","C12C(C(C1)CC=C2C=O)(C)C"
"C11940","C12C(C(C1)CC=C2C(=O)O)(C)C"
"C11941","C12C(C(C1)CC(C2=C)O)(C)C"
"C11942","C(=C(\C)/C=O)\CC(=C)C(C)C"
"C11943","C(=C\CC(=C)C(C)C)(\C)/C(=O)O"
"C11944","C(=C)(C(C)C)C/C=C(/C)\C(=O)O"
"C11945","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C(=C/CC(=C)C(C)C)/C"
"C11946","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C(=C\CC(=C)C(C)C)/C"
"C11947","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C(C(CC(=C)C(C)C)O)C"
"C11948","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C(C)C(=O)CC(=C)C(C)C"
"C11949","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)CC(=C)C(C)C"
"C11950","OC(=O)CC(=C)C(C)C"
"C11951","C1C[C@@H](C(=O)C[C@@H]1C)C(=C)C"
"C11952","C1C[C@@H](C(=O)C[C@@H]1C)C(C)C"
"C11953","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C(/[C@]3([C@H](C(=O)O1)C=C(C(=O)C3)C)O)\C)C)O)\C)O2"
"C11954","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C(C(=O)[C@H]4OC3)C)O)C)O)\C)O2"
"C11955","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O)\C)O2"
"C11956","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O)\C)O2"
"C11957","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)\C)O2"
"C11958","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)\C)O2"
"C11959","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)OC)\C)O2"
"C11960","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)OC)\C)O2"
"C11961","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C(/[C@]3([C@H](C(=O)O1)C=C(C(=O)C3)C)O)\C)C)O)\C)O2"
"C11962","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C(C(=O)[C@H]4OC3)C)O)C)O)\C)O2"
"C11963","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O)\C)O2"
"C11964","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O)\C)O2"
"C11965","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)\C)O2"
"C11966","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)\C)O2"
"C11967","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)OC)\C)O2"
"C11968","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)C)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)OC)\C)O2"
"C11969","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C(/[C@]3([C@H](C(=O)O1)C=C(C(=O)C3)C)O)\C)C)O)\C)O2"
"C11970","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C(C(=O)[C@H]4OC3)C)O)C)O)\C)O2"
"C11971","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O)\C)O2"
"C11972","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O)\C)O2"
"C11973","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)\C)O2"
"C11974","[C@@]12(O[C@@H]([C@H]([C@H](C1)O)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)\C)O2"
"C11975","[C@@H]1([C@@H]([C@H](C[C@@H](O1)O[C@H]1[C@@H](O[C@@H](O[C@@H]2/C(=C/C[C@H]3O[C@]4(O[C@@H]([C@H]([C@H](C4)O)C)C(C)CC)C[C@H](C3)OC(=O)[C@H]3[C@@]4(/C(=C/C=C/[C@@H]2C)/CO[C@@H]4[C@@H](C(=C3)C)O)O)/C)C[C@@H]1OC)C)OC)O)C"
"C11976","[C@@H]1([C@@H]([C@H](C[C@@H](O1)O[C@H]1[C@@H](O[C@@H](O[C@@H]2/C(=C/C[C@H]3O[C@]4(O[C@@H]([C@H]([C@H](C4)O)C)C(C)CC)C[C@H](C3)OC(=O)[C@H]3[C@@]4(/C(=C/C=C/[C@@H]2C)/CO[C@@H]4[C@@H](C(=C3)C)OC)O)/C)C[C@@H]1OC)C)OC)O)C"
"C11977","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C(/[C@]3([C@H](C(=O)O1)C=C(C(=O)C3)C)O)\C)C)O)\C)O2"
"C11978","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C(C(=O)[C@H]4OC3)C)O)C)O)\C)O2"
"C11979","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O)\C)O2"
"C11980","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O)\C)O2"
"C11981","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)O)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)\C)O2"
"C11982","[C@@]12(O[C@@H]([C@H](C=C1)C)C(C)CC)C[C@@H]1C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C\3/[C@]4([C@H](C(=O)O1)C=C([C@H]([C@H]4OC3)OC)C)O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)\C)O2"
"C11983","[C@@H]1([C@@H]([C@H](C[C@@H](O1)O[C@H]1[C@@H](O[C@@H](O[C@@H]2/C(=C/C[C@H]3O[C@]4(O[C@@H]([C@H](C=C4)C)C(C)CC)C[C@H](C3)OC(=O)[C@H]3[C@@]4(/C(=C/C=C/[C@@H]2C)/CO[C@@H]4[C@@H](C(=C3)C)O)O)/C)C[C@@H]1OC)C)OC)O)C"
"C11984","[C@@H]1([C@@H]([C@H](C[C@@H](O1)O[C@H]1[C@@H](O[C@@H](O[C@@H]2/C(=C/C[C@H]3O[C@]4(O[C@@H]([C@H](C=C4)C)C(C)CC)C[C@H](C3)OC(=O)[C@H]3[C@@]4(/C(=C/C=C/[C@@H]2C)/CO[C@@H]4[C@@H](C(=C3)C)OC)O)/C)C[C@@H]1OC)C)OC)O)C"
"C11985","O1[C@H](C[C@H]([C@H]([C@@H]1C)O)N(C)C)O[C@]1([C@@H]([C@H]([C@H](O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)[C@H](C(=O)O[C@@H]([C@@]([C@@H]([C@H](C(=O)[C@@H](C1)C)C)O)(C)O)CC)C)C)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)C"
"C11986","O1[C@H](C[C@H]([C@H]([C@@H]1C)O)N(C)C)O[C@]1([C@@H]([C@H]([C@H](O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)O)[C@H](C(=O)O[C@@H]([C@@]([C@@H]([C@H](C(=O)[C@@H](C1)C)C)O)(C)O)CC)C)C)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)C"
"C11987","O1[C@H](C[C@H]([C@H]([C@@H]1C)O)N(C)C)O[C@]1([C@@H]([C@H]([C@H](O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)OC(=O)C)[C@H](C(=O)O[C@@H]([C@@]([C@@H]([C@H](C(=O)[C@@H](C1)C)C)O)(C)O)CC)C)C)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)C"
"C11988","O1[C@H](C[C@H]([C@H]([C@@H]1C)O)N(C)C)O[C@]1([C@@H]([C@H]([C@H](O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)CC)(C)OC(=O)C)[C@H](C(=O)O[C@@H]([C@@]([C@@H]([C@H](C(=O)[C@@H](C1)C)C)O)(C)O)CC)C)C)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)C"
"C11989","[C@H]1(C[C@@H]([C@@H]([C@H]([C@H](O)[C@H](C(=O)O[C@@H]([C@@H]([C@@H]([C@H](C1=O)C)O)C)C)C)C)O)C)C"
"C11990","[C@]12(C[C@@H]([C@@H]([C@H]([C@H](O)[C@H](C(=O)O[C@@H]([C@@H]([C@@H]([C@H](C1=O)C)O)C)C)C)C)O)C)OC2"
"C11991","[C@@]12(CO1)C[C@@H]([C@@H]([C@H]([C@H](O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)O)[C@H](C(=O)O[C@@H]([C@@H]([C@@H]([C@H](C2=O)C)O)C)C)C)C)O)C"
"C11992","[C@@]12(CO1)C[C@@H]([C@@H]([C@H]([C@H](O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)OC)[C@H](C(=O)O[C@@H]([C@@H]([C@@H]([C@H](C2=O)C)O)C)C)C)C)O)C"
"C11993","[C@@H]1([C@H](OC(=O)[C@@H]([C@H]([C@H](C[C@H](C(=O)C=C1)C)C)O)C)CC)C"
"C11994","[C@@H]1([C@@H]([C@H](C[C@H](O1)C)N(C)C)O)O[C@H]1[C@H](C[C@H](C(=O)C=C[C@H]([C@@H](CC)OC(=O)[C@@H]1C)C)C)C"
"C11995","[C@@H]1([C@@H]([C@H](C[C@H](O1)C)N(C)C)O)O[C@H]1[C@H](C[C@H](C(=O)C=C[C@H]([C@@H]([C@@H](C)O)OC(=O)[C@@H]1C)C)C)C"
"C11996","[C@@H]1([C@@H]([C@H](C[C@H](O1)C)N(C)C)O)O[C@H]1[C@H](C[C@H](C(=O)C=C[C@]([C@@H](CC)OC(=O)[C@@H]1C)(C)O)C)C"
"C11997","C\1=C/[C@H]([C@H](OC(=O)[C@@H](C(=O)[C@@H]([C@H]([C@H](C[C@H](C1=O)C)C)O)C)C)CC)C"
"C11998","[C@@H]1([C@@H]([C@H](C[C@H](O1)C)N(C)C)O)O[C@H]1[C@H](C[C@H](C(=O)/C=C/[C@H]([C@@H](CC)OC(=O)[C@@H](C(=O)[C@@H]1C)C)C)C)C"
"C11999","[C@@H]1([C@@H]([C@H](C[C@H](O1)C)N(C)C)O)O[C@H]1[C@H](C[C@H](C(=O)/C=C/[C@]([C@@H](CC)OC(=O)[C@@H](C(=O)[C@@H]1C)C)(C)O)C)C"
"C12000","[C@@H]1([C@H](C[C@H](C(=O)/C=C/C(=C/[C@@H]([C@H](OC(=O)C[C@H]([C@@H]1C)O)CC)C)/C)C)CC)O"
"C12001","[C@@H]1([C@@H]([C@H]([C@@H](O[C@@H]1C)O[C@H]1[C@H](C[C@H](C(=O)/C=C/C(=C/[C@@H]([C@H](OC(=O)C[C@H]([C@@H]1C)O)CC)C)/C)C)CC)O)N(C)C)O"
"C12002","[C@@H]1([C@@H]([C@H]([C@@H](O[C@@H]1C)O[C@H]1[C@H](C[C@H](C(=O)/C=C/C(=C/[C@@H]([C@H](OC(=O)C[C@H]([C@@H]1C)O)CC)CO)/C)C)CC=O)O)N(C)C)O"
